"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000000971",5817.35286765231,0.426402224666644,0.0883133782549835,4.82828573758679,1.37713398535787e-06,1.82048423684359e-05,"CFH"
"ENSG00000002834",7168.82575403564,0.396642638270029,0.0929191645123797,4.26868494084645,1.96628763527728e-05,0.000206942585352956,"LASP1"
"ENSG00000002919",250.508248733712,0.404389935451249,0.14017236520017,2.88494764908739,0.00391478754453034,0.0212587829949812,"SNX11"
"ENSG00000003402",2546.61419680864,1.19043257875716,0.120621212412214,9.86918100846925,5.66250420171072e-23,4.81259437294451e-21,"CFLAR"
"ENSG00000003987",25.5043187098086,1.00480553319739,0.372656704494262,2.69633021781004,0.0070108127327572,0.0345611009080217,"MTMR7"
"ENSG00000004059",1225.35425318088,0.3665877615474,0.0882774134107471,4.15267900795529,3.28605521923482e-05,0.000325319466704247,"ARF5"
"ENSG00000004700",1035.33054232716,0.368589521968911,0.101689973368247,3.62463977283334,0.000289364493143224,0.00227476851546885,"RECQL"
"ENSG00000004799",914.379014067714,2.64493111947607,0.628564637752679,4.20789042306381,2.57765799439613e-05,0.000263140179847192,"PDK4"
"ENSG00000005007",2261.97159931419,0.239248559315039,0.0828300855190768,2.88842583966591,0.0038717531507007,0.0210568210894432,"UPF1"
"ENSG00000005100",485.155503010875,0.360876227728045,0.132173759061667,2.73031674585024,0.0063273499925151,0.0317300840982847,"DHX33"
"ENSG00000005249",298.031602932061,0.60737764411731,0.180893205543725,3.35765869310385,0.0007860560742212,0.00545366128044574,"PRKAR2B"
"ENSG00000005812",1409.31948532894,0.468871008294736,0.111440777647775,4.2073558547543,2.58376106679159e-05,0.00026346466837267,"FBXL3"
"ENSG00000005884",1284.66402414799,0.348576125850843,0.12714764646848,2.74150670918832,0.00611581117482523,0.0308236883211191,"ITGA3"
"ENSG00000006534",1142.48962342155,0.449242922663024,0.117420780242949,3.82592350121944,0.000130282746395448,0.00111623134786171,"ALDH3B1"
"ENSG00000006607",877.94200094218,0.597962706479604,0.115865289298289,5.16084420192643,2.45838711631734e-07,3.76660026035764e-06,"FARP2"
"ENSG00000006788",10.2533800835302,3.20685038712705,0.905078053826379,3.54317550134988,0.00039533951262936,0.00297420765701704,"MYH13"
"ENSG00000006831",1093.98214371166,0.242215167530195,0.0930096137249433,2.60419496253899,0.00920903550725944,0.0430759090783491,"ADIPOR2"
"ENSG00000007866",1619.47548903829,0.595621264296881,0.0857058632983788,6.94959762814906,3.66329539343401e-12,1.07151390257945e-10,"TEAD3"
"ENSG00000008083",301.247719397731,0.441538085436329,0.146219615717151,3.01969119034237,0.00253032533530495,0.0147544989940209,"JARID2"
"ENSG00000008130",1664.47375702091,0.776177922238911,0.124554733653761,6.2316212276327,4.61632553660355e-10,1.05688632170931e-08,"NADK"
"ENSG00000008256",3716.57738197619,1.18340129471707,0.103230367662146,11.4636934994761,2.00766498995901e-30,2.74046271129405e-28,"CYTH3"
"ENSG00000008282",1964.62740873393,0.279886465372217,0.106542543050121,2.62699253612287,0.00861432235418252,0.0408669984669986,"SYPL1"
"ENSG00000008311",721.942089206498,1.09570635471939,0.107933436343352,10.1516860005623,3.25687517027699e-24,3.10488766233073e-22,"AASS"
"ENSG00000008710",5426.4748906373,0.48038001588462,0.129261468466308,3.71634348258879,0.000202126756440414,0.00164942024345262,"PKD1"
"ENSG00000008853",558.505610561996,0.547692609756932,0.119557528572458,4.58099641483475,4.62765777708337e-06,5.56988228640535e-05,"RHOBTB2"
"ENSG00000009335",2101.66872676796,0.207645948498595,0.0804523461138828,2.58098064914931,0.00985201039681422,0.0455162880332817,"UBE3C"
"ENSG00000009413",7584.98097699963,1.09556065315481,0.12606560901361,8.6904006709438,3.61163463652112e-18,2.00229024248731e-16,"REV3L"
"ENSG00000009780",174.392845904975,0.566359112078738,0.179937917772291,3.14752509693625,0.0016465897022541,0.0101857123748785,"FAM76A"
"ENSG00000010017",1856.34455429236,0.720836745321957,0.124482859674447,5.79065059404257,7.01143004771796e-09,1.37766572082642e-07,"RANBP9"
"ENSG00000010256",1795.21830004503,0.472146054985721,0.0932286317518941,5.06438897700682,4.09712325923273e-07,6.00666939665218e-06,"UQCRC1"
"ENSG00000010278",3881.37270015337,0.56970170922303,0.0963322485366954,5.91392516916094,3.34049695274757e-09,6.88662174995489e-08,"CD9"
"ENSG00000011105",3557.52000705543,0.28919722767586,0.0881563746579071,3.28050272936128,0.00103622262200843,0.00689972623922683,"TSPAN9"
"ENSG00000011198",1159.4037990956,1.12504517708482,0.176903625649906,6.35965019344091,2.0221372213295e-10,4.8322106702805e-09,"ABHD5"
"ENSG00000011304",3588.89945478115,0.351080581737976,0.0784916138374513,4.47284193270673,7.71868349303607e-06,8.88659675255743e-05,"PTBP1"
"ENSG00000011405",1505.09910521099,0.356136741708513,0.0848853023894464,4.19550536646012,2.72263839780491e-05,0.000276085400019541,"PIK3C2A"
"ENSG00000011454",2319.16725007544,0.427412938138666,0.112251482303712,3.80763736359614,0.000140300809583148,0.00119061350562917,"RABGAP1"
"ENSG00000011478",141.609713043936,0.685889039718057,0.174799548246313,3.92386048247423,8.71412130886933e-05,0.000781149441508495,"QPCTL"
"ENSG00000011485",966.624110056938,0.548603936569786,0.105837082890469,5.18347559841138,2.17788734005773e-07,3.36545232359864e-06,"PPP5C"
"ENSG00000011566",1396.12427396555,0.808148217558047,0.102137382702352,7.91236466194892,2.52545351999674e-15,1.06069047839863e-13,"MAP4K3"
"ENSG00000012660",2382.65562280394,0.403370944671877,0.117978353731183,3.41902503226118,0.000628459446178039,0.00448636382774798,"ELOVL5"
"ENSG00000012822",6054.74994366009,0.411278504249465,0.108296003511461,3.79772559387143,0.000146029853853523,0.00123645014414134,"CALCOCO1"
"ENSG00000013016",1955.99043126508,0.460102784976901,0.15167527636039,3.03347253433492,0.0024175671684239,0.0141980851501505,"EHD3"
"ENSG00000013561",887.466394445014,0.314834869446554,0.109979485933033,2.86266904028138,0.00420089109360845,0.0225672462841681,"RNF14"
"ENSG00000013583",1388.11952782407,0.388814193535517,0.120138843586696,3.23637369836122,0.0012105878577199,0.00786314780836237,"HEBP1"
"ENSG00000013619",1098.19724233404,0.359652524746782,0.119848042439569,3.00090445722658,0.00269179009619998,0.0155152507848149,"MAMLD1"
"ENSG00000014216",3449.7740320896,0.268277880939661,0.0857981312323812,3.12684993351476,0.00176690091118454,0.0108396392978287,"CAPN1"
"ENSG00000017797",3342.94394079639,0.565128338854708,0.0925214957066292,6.10807612370038,1.00839258389153e-09,2.22389444021513e-08,"RALBP1"
"ENSG00000019144",2982.95073834048,0.354065381058169,0.11227975908051,3.15342127519428,0.00161368746703426,0.0100190974434953,"PHLDB1"
"ENSG00000019995",2078.38755449834,0.927566598924625,0.103487880678071,8.96304565179078,3.15831746901488e-19,1.95555203287664e-17,"ZRANB1"
"ENSG00000020577",3105.00555637675,1.20330807236293,0.092472003091822,13.0126744542137,1.03649956092135e-38,2.0299618574653e-36,"SAMD4A"
"ENSG00000021355",621.897934398472,0.596615280315236,0.110253914208275,5.41128434849214,6.25743186033206e-08,1.06164225291397e-06,"SERPINB1"
"ENSG00000021645",35.9587320894996,1.91054604033032,0.427639874953575,4.46765176081331,7.90829056591274e-06,9.07589677812839e-05,"NRXN3"
"ENSG00000021762",1366.06023766303,0.407523880100843,0.100191741274083,4.06743984003657,4.75324743755565e-05,0.000454827468560158,"OSBPL5"
"ENSG00000022267",10395.0649374008,0.511172820783574,0.0834638644725338,6.12448062420822,9.09798837469008e-10,2.02379696956995e-08,"FHL1"
"ENSG00000022840",2666.0811750617,0.27678317899222,0.0797339198412377,3.47133540585158,0.000517876704218704,0.00377624542962874,"RNF10"
"ENSG00000023608",233.123400185064,0.725105279779393,0.143301912113696,5.05998328343374,4.19293236250986e-07,6.14213457786201e-06,"SNAPC1"
"ENSG00000023697",480.854784489581,0.318435914200698,0.108958184438854,2.9225515810554,0.0034717611135491,0.0191843137715754,"DERA"
"ENSG00000023734",2022.2879755095,0.28048562711476,0.0952298356602004,2.94535452224858,0.00322584806246602,0.018045119649026,"STRAP"
"ENSG00000023902",704.742817805762,0.409264027200007,0.101495079697803,4.03235337534167,5.52210684005651e-05,0.000520111453445573,"PLEKHO1"
"ENSG00000023909",1927.71101011188,1.22203520272654,0.117058851611818,10.439494202275,1.63680477658304e-25,1.745085707957e-23,"GCLM"
"ENSG00000025708",144.696532500223,1.23104228402129,0.199332566714685,6.17582116314864,6.58204590821994e-10,1.49364361680487e-08,"TYMP"
"ENSG00000027075",80.8086056438928,1.06889215066487,0.267525793614347,3.99547324474341,6.45651488722175e-05,0.000597808248910388,"PRKCH"
"ENSG00000027697",1439.34263801554,0.395728873534085,0.133278027236903,2.96919816220473,0.00298577982096887,0.0169281877955372,"IFNGR1"
"ENSG00000028137",518.90384690796,0.848879636155436,0.179940114299941,4.71756750548932,2.3868121615568e-06,3.02430249837767e-05,"TNFRSF1B"
"ENSG00000033050",1269.11511064059,0.345037815175617,0.0947756248231411,3.64057547306583,0.000272029350884395,0.00214504369550767,"ABCF2"
"ENSG00000033327",1291.54212703806,0.368993848352721,0.115420062086087,3.19696456303676,0.00138881987392317,0.00884857018682735,"GAB2"
"ENSG00000033627",792.836070909824,0.429993802781538,0.139805120803582,3.07566561446382,0.00210033248302247,0.0125936075471211,"ATP6V0A1"
"ENSG00000034152",1144.90078631016,0.892006482413917,0.172434326363785,5.17302152781372,2.3033846328214e-07,3.54115907117543e-06,"MAP2K3"
"ENSG00000034713",1399.28597316228,0.369290850562903,0.0941202015645967,3.92360879411686,8.7232345074896e-05,0.000781189062405307,"GABARAPL2"
"ENSG00000035403",16756.3935853298,0.856364720196935,0.102468799531493,8.35732168340407,6.4158178025973e-17,3.14130992302169e-15,"VCL"
"ENSG00000035664",633.042902717231,1.68365086893851,0.161143268546834,10.4481613419004,1.49393354178752e-25,1.60224372356712e-23,"DAPK2"
"ENSG00000037637",628.295033432323,0.356815530191452,0.1208864432578,2.95165876814254,0.00316072007926646,0.0177358624690822,"FBXO42"
"ENSG00000038274",1701.28343342274,0.527174246048341,0.113979881081542,4.62515174648409,3.74324249309083e-06,4.58191190492599e-05,"MAT2B"
"ENSG00000039537",22.9519717719,1.86800700850476,0.484907035698531,3.85229924703775,0.000117013899898213,0.00101607539680289,"C6"
"ENSG00000039560",5050.92218159088,0.50494945768373,0.120012513479727,4.2074733962557,2.58241793854958e-05,0.00026346466837267,"RAI14"
"ENSG00000041515",10.1316966637824,1.7222371543376,0.625195658852619,2.75471707128983,0.00587429085316336,0.0298822621660919,"MYO16"
"ENSG00000042286",594.47788466021,0.706223823355971,0.109638539915685,6.44138296532475,1.18389722759555e-10,2.87873957446919e-09,"AIFM2"
"ENSG00000043143",1529.01864360997,0.314442978344244,0.0943439074234531,3.33294419249458,0.000859321772678566,0.00587377075118453,"JADE2"
"ENSG00000046653",1090.45825722703,2.39616735115307,0.190114138732099,12.6038356070385,2.01120882836242e-36,3.55274124210139e-34,"GPM6B"
"ENSG00000047644",1543.57671014943,0.325860164249142,0.115357047723381,2.82479632306934,0.00473106792994097,0.02499835248143,"WWC3"
"ENSG00000048405",363.389429638926,0.382152654734892,0.128917026608123,2.96433035099814,0.00303342449941191,0.0171497466678393,"ZNF800"
"ENSG00000048471",2143.36120391379,0.428483632986289,0.13413415104471,3.19444101035437,0.00140101914160301,0.00891368746235981,"SNX29"
"ENSG00000048540",60.0652121202479,1.39533921293746,0.278207671206822,5.01545916000339,5.29069623358813e-07,7.54772484060102e-06,"LMO3"
"ENSG00000048707",3202.46947491404,0.645956662100682,0.088371111158493,7.30959081121163,2.67957111785034e-13,9.19628807646237e-12,"VPS13D"
"ENSG00000048740",5644.03525099774,0.928606369916087,0.116753717283425,7.95354864515236,1.81243566729713e-15,7.73849901738382e-14,"CELF2"
"ENSG00000049239",6159.39548192551,0.399493376671795,0.104571605706408,3.82028538218491,0.000133297351004524,0.0011393508872863,"H6PD"
"ENSG00000049323",20169.9020554026,0.695500546284783,0.0898210083645523,7.74318345950857,9.69579809382736e-15,3.86501969147304e-13,"LTBP1"
"ENSG00000049540",7125.27734211012,0.955996531179757,0.124394173300172,7.68521953896401,1.52734851051644e-14,5.90552906920284e-13,"ELN"
"ENSG00000049656",1482.92470521912,0.257906248253187,0.0890430066907911,2.89642340075945,0.00377442774156556,0.0206076695369673,"CLPTM1L"
"ENSG00000050165",17410.5213047512,0.247254693316589,0.0806921161377429,3.06417411205973,0.00218271836907113,0.0129947584734681,"DKK3"
"ENSG00000050393",561.384857895989,0.39894127417509,0.11896534982281,3.35342412533803,0.000798182945750267,0.00551867241616589,"MCUR1"
"ENSG00000051108",2272.41984444954,0.74898705263797,0.0868062018468746,8.62826660656316,6.22887501868151e-18,3.35020507721204e-16,"HERPUD1"
"ENSG00000051180",41.2120698899343,0.94734579856991,0.314003355449587,3.01699259618901,0.00255296047264453,0.014858187487802,"RAD51"
"ENSG00000051523",679.094298546344,0.266444688751439,0.104038903420536,2.56101016054006,0.0104368303780905,0.0476439852425728,"CYBA"
"ENSG00000051620",1175.49900412891,0.409985822999359,0.092971478095257,4.40980213931088,1.03465109570759e-05,0.000115934971657086,"HEBP2"
"ENSG00000053254",3773.07587769826,0.399698835307602,0.132570606367986,3.01498836173479,0.00256989116628403,0.0149272401786285,"FOXN3"
"ENSG00000053747",1196.32141855668,0.954816426439381,0.185937570065325,5.1351452323698,2.81926225908854e-07,4.27588109295095e-06,"LAMA3"
"ENSG00000054277",130.03676665067,0.824997742705719,0.206723520490184,3.99082668846526,6.58433841060832e-05,0.000608081032713177,"OPN3"
"ENSG00000054983",663.796869257133,0.29925484201526,0.102926928582432,2.90744945114721,0.00364389230968776,0.0199561251173113,"GALC"
"ENSG00000055130",1288.106647079,0.278855293831189,0.0932837652952829,2.98932287894354,0.00279596500347731,0.0160438526855587,"CUL1"
"ENSG00000055211",2396.81789077577,0.268288017876392,0.0832710333372424,3.22186488055027,0.00127359181305696,0.00821022443207879,"GINM1"
"ENSG00000056586",1378.69389410723,0.36797889084473,0.0865160137843005,4.25330380757215,2.10639490447617e-05,0.000220400832687872,"RC3H2"
"ENSG00000057252",1226.19153273194,0.657588229814107,0.111783270335081,5.8827070262207,4.03610002454287e-09,8.21722601606931e-08,"SOAT1"
"ENSG00000057294",15.1124254715635,1.96987376528777,0.610545256351184,3.22641727995788,0.00125350459645647,0.00810683625949483,"PKP2"
"ENSG00000057657",212.553567505953,1.20834834547518,0.2344194423206,5.15464218118308,2.54115690147883e-07,3.89010748095544e-06,"PRDM1"
"ENSG00000058056",430.915536327973,0.367485768045826,0.129511460844572,2.83747681980709,0.00454716484494963,0.0241969333066457,"USP13"
"ENSG00000058063",1642.47387625129,0.3645642044725,0.0869512946076502,4.19274038549421,2.75604788137265e-05,0.000278980172621193,"ATP11B"
"ENSG00000058085",71.1878221681526,0.90533530273499,0.244834427570229,3.69774509132422,0.000217523160447272,0.00176228970545816,"LAMC2"
"ENSG00000058272",1667.44783426186,0.32073266978051,0.0889970057307592,3.60385910904481,0.000313527054360691,0.00243287272414769,"PPP1R12A"
"ENSG00000058799",459.629614337869,0.396092745079243,0.10964049854908,3.61264998172126,0.000303083696304549,0.00236507667389145,"YIPF1"
"ENSG00000059145",668.130504139043,0.277816221585178,0.102061466608393,2.72204810314113,0.00648786979536492,0.0323818387736524,"UNKL"
"ENSG00000060138",4817.28392423576,0.501174042636171,0.114720509014336,4.36865253599548,1.25015485009056e-05,0.000137015146526349,"YBX3"
"ENSG00000060718",363.762294004358,2.4273423349023,0.16171950365713,15.0095831362965,6.35458115500555e-51,2.38535090106021e-48,"COL11A1"
"ENSG00000060762",301.892248003494,0.450270934113716,0.134229076937223,3.354496241707,0.000795096332140537,0.00550975417633508,"MPC1"
"ENSG00000061273",2842.42418372698,0.58780804581084,0.0810214013765449,7.25497258531752,4.01743196329029e-13,1.34546634041941e-11,"HDAC7"
"ENSG00000061676",5683.16684422512,0.257017019433947,0.0957899069260787,2.68313257295769,0.00729360711715852,0.0357497859186513,"NCKAP1"
"ENSG00000062716",3074.89416507468,0.547983506848031,0.0926504773412156,5.91452437778494,3.32835942399297e-09,6.86945934725146e-08,"VMP1"
"ENSG00000063169",252.560934574034,0.475934591776989,0.135519720719749,3.51192128532502,0.000444879742901788,0.00330141812504301,"GLTSCR1"
"ENSG00000063587",578.839637315706,0.351884474421378,0.112765475889697,3.12049828766366,0.00180545347642592,0.0110535714367116,"ZNF275"
"ENSG00000064115",1447.52740737354,0.814084562331156,0.144777783142323,5.6229936987699,1.87676249857607e-08,3.4825444592527e-07,"TM7SF3"
"ENSG00000064393",2607.78308065987,0.587735525277658,0.0869423337149971,6.7600615277282,1.37933151745375e-11,3.74289085564482e-10,"HIPK2"
"ENSG00000064652",269.406437185961,0.546522616579634,0.132918441119985,4.11171401029516,3.92732596984053e-05,0.000383329140436547,"SNX24"
"ENSG00000064666",8451.79335835264,0.771106375241735,0.110109845474213,7.00306472977768,2.50423059224684e-12,7.45805401836423e-11,"CNN2"
"ENSG00000064932",1170.58750963341,0.286982033835202,0.107475464219197,2.67020976294553,0.00758038744592375,0.0369144381082849,"SBNO2"
"ENSG00000064933",428.600732185431,0.532116047552089,0.136459748791458,3.89943593084935,9.64170455575302e-05,0.000854757518023542,"PMS1"
"ENSG00000065308",9940.46911255163,0.20642381449866,0.0737124399843676,2.80039318387014,0.00510403963028231,0.026617825197808,"TRAM2"
"ENSG00000065320",4243.54236199165,0.53306838720629,0.0836600275484102,6.37184092364574,1.86772560293097e-10,4.46914739888582e-09,"NTN1"
"ENSG00000065526",1438.86865797927,0.655852563176506,0.113956554960851,5.75528598071271,8.64952408612886e-09,1.67038719168135e-07,"SPEN"
"ENSG00000065717",239.973218127209,0.769278232631515,0.160712795943362,4.78666448502719,1.69575967801584e-06,2.20289818878798e-05,"TLE2"
"ENSG00000065802",1186.00757355885,0.310315482459799,0.0931459644656003,3.33149679903096,0.000863802934821018,0.005899924670055,"ASB1"
"ENSG00000065882",804.092226066819,0.577301289749398,0.107440304615837,5.37322834120393,7.73392882810532e-08,1.28908353029419e-06,"TBC1D1"
"ENSG00000066322",1036.6803476379,0.526642115330397,0.0922457118187599,5.70912300362665,1.13559800404266e-08,2.16291805886265e-07,"ELOVL1"
